0.01	-nan	-nan
4.76	-0.0330613	-1.60192
4.77	-0.0325927	-1.60299
4.78	-0.032123	-1.60354
4.79	-0.0316525	-1.60356
4.8	-0.0311815	-1.60307
4.81	-0.0307099	-1.60481
4.82	-0.030238	-1.60626
4.83	-0.029766	-1.6072
4.84	-0.0292939	-1.60763
4.85	-0.028822	-1.60756
4.86	-0.0283504	-1.607
4.87	-0.0278792	-1.60787
4.88	-0.0274086	-1.6092
4.89	-0.0269387	-1.61004
4.9	-0.0264697	-1.61039
4.91	-0.0260016	-1.61027
4.92	-0.0255346	-1.60968
4.93	-0.0250688	-1.60863
4.94	-0.0246044	-1.60817
4.95	-0.0241414	-1.60896
4.96	-0.02368	-1.60929
4.97	-0.0232203	-1.60916
4.98	-0.0227623	-1.60859
4.99	-0.0223062	-1.60759
5	-0.0218521	-1.60615
5.01	-0.0214001	-1.60505
5.02	-0.0209502	-1.6054
5.03	-0.0205026	-1.60533
5.04	-0.0200573	-1.60484
5.05	-0.0196144	-1.60394
5.06	-0.019174	-1.60377
5.07	-0.0187362	-1.60462
5.08	-0.0183011	-1.60505
5.09	-0.0178686	-1.60508
5.1	-0.0174389	-1.60472
5.11	-0.017012	-1.60396
5.12	-0.0165881	-1.60282
5.13	-0.0161671	-1.60129
5.14	-0.0157491	-1.5994
5.15	-0.0153341	-1.59714
5.16	-0.0149222	-1.59472
5.17	-0.0145135	-1.59418
5.18	-0.014108	-1.59327
5.19	-0.0137056	-1.59201
5.2	-0.0133066	-1.59132
5.21	-0.0129108	-1.59174
5.22	-0.0125183	-1.5918
5.23	-0.0121292	-1.59152
5.24	-0.0117435	-1.5909
5.25	-0.0113612	-1.58994
5.26	-0.0109823	-1.58864
5.27	-0.0106068	-1.58703
5.28	-0.0102348	-1.58509
5.29	-0.0098662	-1.58284
5.3	-0.00950113	-1.58028
5.31	-0.00913954	-1.57918
5.32	-0.00878145	-1.57827
5.33	-0.00842687	-1.57705
5.34	-0.00807579	-1.57553
5.35	-0.00772823	-1.57371
5.36	-0.00738418	-1.57161
5.37	-0.00704365	-1.56921
5.38	-0.00670662	-1.56654
5.39	-0.0063731	-1.56359
5.4	-0.00604309	-1.56206
5.41	-0.00571657	-1.56072
5.42	-0.00539353	-1.5591
5.43	-0.00507398	-1.55721
5.44	-0.00475789	-1.55506
5.45	-0.00444526	-1.55265
5.46	-0.00413607	-1.54999
5.47	-0.00383031	-1.54707
5.48	-0.00352797	-1.54551
5.49	-0.00322903	-1.54416
5.5	-0.00293347	-1.54256
5.51	-0.00264128	-1.54071
5.52	-0.00235243	-1.53862
5.53	-0.00206691	-1.53629
5.54	-0.0017847	-1.53373
5.55	-0.00150578	-1.53204
5.56	-0.00123013	-1.53101
5.57	-0.000957724	-1.52974
5.58	-0.000688541	-1.52824
5.59	-0.00042256	-1.52652
5.6	-0.000159756	-1.52458
5.61	9.98924e-05	-1.52242
5.62	0.00035641	-1.52004
5.63	0.000609821	-1.51745
5.64	0.000860149	-1.51466
5.65	0.00110742	-1.51166
5.66	0.00135166	-1.50846
5.67	0.00159289	-1.50574
5.68	0.00183114	-1.50402
5.69	0.00206643	-1.5021
5.7	0.00229879	-1.49998
5.71	0.00252824	-1.49767
5.72	0.00275482	-1.49517
5.73	0.00297854	-1.49247
5.74	0.00319943	-1.4896
5.75	0.00341752	-1.48654
5.76	0.00363284	-1.48492
5.77	0.0038454	-1.48329
5.78	0.00405524	-1.48148
5.79	0.00426238	-1.47949
5.8	0.00446684	-1.47733
5.81	0.00466866	-1.47498
5.82	0.00486785	-1.47247
5.83	0.00506444	-1.46979
5.84	0.00525846	-1.46694
5.85	0.00544993	-1.46393
5.86	0.00563888	-1.46076
5.87	0.00582532	-1.45843
5.88	0.00600929	-1.45664
5.89	0.0061908	-1.45469
5.9	0.00636989	-1.45257
5.91	0.00654657	-1.4503
5.92	0.00672087	-1.44787
5.93	0.00689281	-1.44529
5.94	0.00706241	-1.44257
5.95	0.0072297	-1.43969
5.96	0.00739469	-1.43809
5.97	0.00755741	-1.43655
5.98	0.00771788	-1.43485
5.99	0.00787613	-1.43301
6	0.00803217	-1.43103
6.01	0.00818602	-1.4289
6.02	0.0083377	-1.42663
6.03	0.00848724	-1.42422
6.04	0.00863465	-1.42167
6.05	0.00877995	-1.41899
6.06	0.00892316	-1.41618
6.07	0.00906431	-1.41324
6.08	0.0092034	-1.41141
6.09	0.00934046	-1.40975
6.1	0.00947551	-1.40795
6.11	0.00960855	-1.40602
6.12	0.00973962	-1.40397
6.13	0.00986873	-1.40178
6.14	0.00999589	-1.39948
6.15	0.0101211	-1.39705
6.16	0.0102444	-1.3945
6.17	0.0103658	-1.39183
6.18	0.0104854	-1.38904
6.19	0.0106031	-1.38614
6.2	0.0107189	-1.38313
6.21	0.0108329	-1.38058
6.22	0.010945	-1.37879
6.23	0.0110554	-1.37687
6.24	0.0111639	-1.37485
6.25	0.0112707	-1.37271
6.26	0.0113757	-1.37046
6.27	0.011479	-1.3681
6.28	0.0115805	-1.36563
6.29	0.0116803	-1.36306
6.3	0.0117784	-1.36038
6.31	0.0118748	-1.3576
6.32	0.0119695	-1.35472
6.33	0.0120625	-1.35174
6.34	0.0121538	-1.34927
6.35	0.0122435	-1.34745
6.36	0.0123316	-1.34552
6.37	0.012418	-1.3435
6.38	0.0125028	-1.34137
6.39	0.012586	-1.33915
6.4	0.0126677	-1.33683
6.41	0.0127477	-1.33442
6.42	0.0128261	-1.33191
6.43	0.012903	-1.32931
6.44	0.0129783	-1.32783
6.45	0.0130521	-1.32635
6.46	0.0131243	-1.32476
6.47	0.0131951	-1.32308
6.48	0.0132643	-1.32131
6.49	0.013332	-1.31945
6.5	0.0133982	-1.31749
6.51	0.0134629	-1.31545
6.52	0.0135261	-1.31332
6.53	0.0135879	-1.31111
6.54	0.0136482	-1.30881
6.55	0.013707	-1.30643
6.56	0.0137645	-1.30396
6.57	0.0138204	-1.30236
6.58	0.013875	-1.30096
6.59	0.0139281	-1.29946
6.6	0.0139799	-1.29788
6.61	0.0140302	-1.29622
6.62	0.0140791	-1.29448
6.63	0.0141267	-1.29265
6.64	0.0141729	-1.29075
6.65	0.0142177	-1.28877
6.66	0.0142612	-1.28671
6.67	0.0143033	-1.28457
6.68	0.0143441	-1.28236
6.69	0.0143835	-1.28007
6.7	0.0144216	-1.27771
6.71	0.0144584	-1.27529
6.72	0.0144939	-1.27355
6.73	0.0145281	-1.27212
6.74	0.014561	-1.27061
6.75	0.0145926	-1.26903
6.76	0.014623	-1.26738
6.77	0.014652	-1.26566
6.78	0.0146798	-1.26386
6.79	0.0147064	-1.26199
6.8	0.0147317	-1.26006
6.81	0.0147557	-1.25806
6.82	0.0147786	-1.25628
6.83	0.0148002	-1.25524
6.84	0.0148205	-1.25412
6.85	0.0148397	-1.25294
6.86	0.0148577	-1.25168
6.87	0.0148745	-1.25036
6.88	0.0148901	-1.24897
6.89	0.0149045	-1.24751
6.9	0.0149178	-1.24599
6.91	0.0149299	-1.2444
6.92	0.0149408	-1.24275
6.93	0.0149506	-1.24104
6.94	0.0149593	-1.23926
6.95	0.0149668	-1.23742
6.96	0.0149732	-1.23552
6.97	0.0149785	-1.23356
6.98	0.0149827	-1.23154
6.99	0.0149858	-1.22947
7	0.0149878	-1.22734
7.01	0.0149887	-1.22539
7.02	0.0149885	-1.22416
7.03	0.0149873	-1.22286
7.04	0.014985	-1.22151
7.05	0.0149816	-1.22009
7.06	0.0149772	-1.21862
7.07	0.0149718	-1.21709
7.08	0.0149653	-1.2155
7.09	0.0149578	-1.21386
7.1	0.0149493	-1.21216
7.11	0.0149398	-1.21041
7.12	0.0149293	-1.2086
7.13	0.0149179	-1.20674
7.14	0.0149054	-1.20483
7.15	0.014892	-1.20338
7.16	0.0148776	-1.20232
7.17	0.0148622	-1.2012
7.18	0.0148459	-1.20003
7.19	0.0148286	-1.1988
7.2	0.0148105	-1.19753
7.21	0.0147914	-1.1962
7.22	0.0147713	-1.19481
7.23	0.0147504	-1.19338
7.24	0.0147286	-1.19189
7.25	0.0147058	-1.19036
7.26	0.0146822	-1.18878
7.27	0.0146578	-1.18714
7.28	0.0146324	-1.18546
7.29	0.0146062	-1.18373
7.3	0.0145791	-1.18196
7.31	0.0145512	-1.18014
7.32	0.0145225	-1.17827
7.33	0.0144929	-1.17647
7.34	0.0144626	-1.1754
7.35	0.0144314	-1.17428
7.36	0.0143994	-1.17311
7.37	0.0143666	-1.1719
7.38	0.014333	-1.17064
7.39	0.0142987	-1.16933
7.4	0.0142636	-1.16798
7.41	0.0142277	-1.16658
7.42	0.0141911	-1.16514
7.43	0.0141537	-1.16365
7.44	0.0141156	-1.16212
7.45	0.0140768	-1.16055
7.46	0.0140372	-1.15894
7.47	0.0139969	-1.15728
7.48	0.013956	-1.15558
7.49	0.0139143	-1.15417
7.5	0.013872	-1.15323
7.51	0.013829	-1.15223
7.52	0.0137853	-1.1512
7.53	0.0137409	-1.15012
7.54	0.0136959	-1.149
7.55	0.0136502	-1.14784
7.56	0.013604	-1.14663
7.57	0.013557	-1.14539
7.58	0.0135095	-1.1441
7.59	0.0134613	-1.14277
7.6	0.0134126	-1.14141
7.61	0.0133632	-1.14
7.62	0.0133133	-1.13856
7.63	0.0132628	-1.13708
7.64	0.0132117	-1.13601
7.65	0.01316	-1.13523
7.66	0.0131078	-1.13442
7.67	0.013055	-1.13357
7.68	0.0130017	-1.13267
7.69	0.0129479	-1.13174
7.7	0.0128935	-1.13077
7.71	0.0128387	-1.12976
7.72	0.0127833	-1.12871
7.73	0.0127274	-1.12763
7.74	0.012671	-1.1265
7.75	0.0126142	-1.12534
7.76	0.0125568	-1.12414
7.77	0.012499	-1.12291
7.78	0.0124407	-1.12164
7.79	0.012382	-1.12034
7.8	0.0123228	-1.119
7.81	0.0122632	-1.11762
7.82	0.0122032	-1.11622
7.83	0.0121427	-1.11477
7.84	0.0120818	-1.1133
7.85	0.0120205	-1.11208
7.86	0.0119588	-1.11127
7.87	0.0118967	-1.11042
7.88	0.0118343	-1.10953
7.89	0.0117714	-1.10861
7.9	0.0117082	-1.10766
7.91	0.0116446	-1.10667
7.92	0.0115807	-1.10565
7.93	0.0115164	-1.1046
7.94	0.0114517	-1.10351
7.95	0.0113867	-1.10239
7.96	0.0113214	-1.10123
7.97	0.0112558	-1.10005
7.98	0.0111899	-1.09883
7.99	0.0111236	-1.09758
8	0.0110571	-1.09631
