0.01	-nan	-nan
1.86	109.324	63414.8
1.87	108.864	48800.9
1.88	107.844	60987.4
1.89	106.657	60735.6
1.9	105.677	39640.3
1.91	105.063	26158
1.92	104.491	55081.7
1.93	103.256	177113
1.94	100.772	367764
1.95	97.3971	416112
1.96	94.3656	250661
1.97	92.5074	91324.1
1.98	91.6244	35939.1
1.99	91.361	35770.8
2	91.5365	50075.1
2.01	91.8169	58071.8
2.02	92.2721	63355.8
2.03	92.9448	58286.2
2.04	92.9091	64982.1
2.05	91.6817	93729.1
2.06	90.2336	71696.8
2.07	89.7988	41356.8
2.08	90.3378	42380.2
2.09	90.5772	59124.4
2.1	89.4984	94558.9
2.11	87.7135	82932.6
2.12	86.5465	46967.1
2.13	86.8331	59821.3
2.14	88.4241	85583.1
2.15	90.1618	58033.9
2.16	91.2417	30084.6
2.17	91.7239	38749.1
2.18	90.8583	140444
2.19	87.5044	408550
2.2	81.8725	617884
2.21	75.8617	465116
2.22	71.0323	293129
2.23	66.4188	367583
2.24	60.2246	655469
2.25	52.3027	786709
2.26	42.8009	1.73875e+06
2.27	25.9839	3.43715e+06
2.28	15.9569	1.30431e+06
2.29	20.8053	511767
2.3	22.2621	135667
2.31	19.3113	276949
2.32	14.7095	355290
2.33	10.3204	264344
2.34	6.84487	154645
2.35	4.37253	73585.7
2.36	2.88037	26381.7
2.37	2.03446	9986.6
2.38	1.49145	5169.61
2.39	1.0991	3146.62
2.4	0.803049	1982.22
2.41	0.596889	1078.71
2.42	0.490784	553.278
2.43	0.46897	446.497
2.44	0.472061	526.558
2.45	0.421796	699.567
2.46	0.319446	705.388
2.47	0.233204	457.149
2.48	0.193094	257.659
2.49	0.1821	182.211
2.5	0.187442	174.923
2.51	0.207946	205.355
2.52	0.238955	235.096
2.53	0.264468	232.081
2.54	0.267497	215.939
2.55	0.249906	206.092
2.56	0.227963	200.066
2.57	0.212283	199.159
2.58	0.20145	199.649
2.59	0.189868	194.588
2.6	0.176911	182.435
2.61	0.165048	168.123
2.62	0.153599	153.323
2.63	0.141649	134.316
2.64	0.132153	113.19
2.65	0.127921	97.9664
2.66	0.126756	91.0109
2.67	0.124026	89.1767
2.68	0.119535	92.2672
2.69	0.120155	109.625
2.7	0.134926	153.909
2.71	0.167265	214.911
2.72	0.211317	256.525
2.73	0.254944	258.135
2.74	0.285605	240.336
2.75	0.29474	238.986
2.76	0.279959	263.484
2.77	0.245993	284.77
2.78	0.203726	267.962
2.79	0.165912	214.278
2.8	0.14108	156.537
2.81	0.130371	119.405
2.82	0.129458	103.266
2.83	0.132584	98.2212
2.84	0.135333	97.1138
2.85	0.135451	97.2216
2.86	0.132488	97.6059
2.87	0.127019	97.1968
2.88	0.120065	94.4685
2.89	0.112881	88.4299
2.9	0.106692	79.8254
2.91	0.102187	70.9465
2.92	0.0992496	64.1299
2.93	0.0973705	60.6864
2.94	0.0964077	61.0639
2.95	0.0969251	65.4668
2.96	0.0998666	74.0158
2.97	0.10594	86.2738
2.98	0.115147	100.739
2.99	0.126584	115.033
3	0.138507	126.936
3.01	0.148724	135.534
3.02	0.155318	141.268
3.03	0.157436	144.773
3.04	0.155687	146.041
3.05	0.151883	145.069
3.06	0.148135	142.829
3.07	0.145749	140.809
3.08	0.144591	139.588
3.09	0.143361	138.329
3.1	0.140567	135.454
3.11	0.135488	129.528
3.12	0.128517	119.994
3.13	0.120801	107.711
3.14	0.113569	94.7264
3.15	0.10759	83.206
3.16	0.103019	74.3732
3.17	0.0995757	68.2513
3.18	0.0968264	64.1193
3.19	0.0944127	61.1269
3.2	0.0921591	58.678
3.21	0.0900712	56.5174
3.22	0.088255	54.62
3.23	0.0867959	53.0163
3.24	0.0856652	51.6697
3.25	0.0847144	50.4689
3.26	0.0837684	49.3097
3.27	0.0827546	48.1762
3.28	0.0817718	47.1482
3.29	0.0810404	46.3298
3.3	0.0807631	45.7502
3.31	0.0809977	45.3219
3.32	0.0816344	44.9096
3.33	0.0824922	44.4697
3.34	0.0834554	44.1462
3.35	0.0845496	44.2429
3.36	0.0859015	45.0838
3.37	0.0876113	46.833
3.38	0.0896197	49.3717
3.39	0.0916564	52.3017
3.4	0.0933014	55.0731
3.41	0.0941332	57.1532
3.42	0.0938883	58.1594
3.43	0.0925638	57.9389
3.44	0.0904198	56.6107
3.45	0.0878923	54.5585
3.46	0.0854627	52.3411
3.47	0.0835393	50.532
3.48	0.0823873	49.5509
3.49	0.0821138	49.5679
3.5	0.0826905	50.5076
3.51	0.0839959	52.1349
3.52	0.0858605	54.1715
3.53	0.0881053	56.3959
3.54	0.0905678	58.695
3.55	0.0931137	61.0603
3.56	0.0956361	63.5456
3.57	0.0980513	66.2096
3.58	0.100298	69.0687
3.59	0.102343	72.0707
3.6	0.104185	75.0914
3.61	0.105849	77.9497
3.62	0.107373	80.4383
3.63	0.108778	82.3648
3.64	0.110058	83.5949
3.65	0.111177	84.0853
3.66	0.112093	83.8929
3.67	0.11279	83.1552
3.68	0.113298	82.0474
3.69	0.113694	80.7368
3.7	0.114086	79.3493
3.71	0.114575	77.9578
3.72	0.115222	76.5902
3.73	0.116032	75.2471
3.74	0.116949	73.9218
3.75	0.117879	72.6153
3.76	0.118707	71.3434
3.77	0.119328	70.1398
3.78	0.11967	69.0555
3.79	0.119704	68.1589
3.8	0.119462	67.5342
3.81	0.119028	67.2777
3.82	0.118534	67.4874
3.83	0.118145	68.2469
3.84	0.11803	69.6022
3.85	0.118347	71.5387
3.86	0.119211	73.9636
3.87	0.120682	76.7033
3.88	0.12275	79.5213
3.89	0.125338	82.1559
3.9	0.128311	84.3704
3.91	0.131492	86.0013
3.92	0.134685	86.9919
3.93	0.137696	87.3997
3.94	0.140358	87.377
3.95	0.142541	87.1305
3.96	0.14417	86.8725
3.97	0.145217	86.7762
3.98	0.145705	86.9442
3.99	0.145695	87.397
4	0.145273	88.079
4.01	0.14454	88.8784
4.02	0.143593	89.6553
4.03	0.142521	90.271
4.04	0.141396	90.6126
4.05	0.140275	90.6112
4.06	0.139195	90.2506
4.07	0.138184	89.5663
4.08	0.137261	88.6368
4.09	0.13644	87.5683
4.1	0.135736	86.4768
4.11	0.135159	85.4693
4.12	0.134718	84.6284
4.13	0.134417	84.0011
4.14	0.134258	83.5945
4.15	0.134233	83.377
4.16	0.134333	83.2868
4.17	0.134543	83.2426
4.18	0.134848	83.1584
4.19	0.135233	82.9563
4.2	0.135685	82.578
4.21	0.136191	81.9921
4.22	0.136741	81.1962
4.23	0.137324	80.2162
4.24	0.137927	79.1002
4.25	0.138531	77.9122
4.26	0.139115	76.7238
4.27	0.139653	75.6078
4.28	0.140118	74.6323
4.29	0.140484	73.8579
4.3	0.140731	73.3356
4.31	0.140847	73.1069
4.32	0.140834	73.2035
4.33	0.140708	73.6476
4.34	0.1405	74.4517
4.35	0.140251	75.6172
4.36	0.140012	77.1323
4.37	0.139835	78.9694
4.38	0.139768	81.0827
4.39	0.139845	83.4072
4.4	0.140086	85.8593
4.41	0.140488	88.3412
4.42	0.14103	90.7477
4.43	0.141669	92.975
4.44	0.142354	94.9302
4.45	0.143024	96.5389
4.46	0.143621	97.7507
4.47	0.144094	98.54
4.48	0.144404	98.9043
4.49	0.144526	98.8597
4.5	0.144452	98.4354
4.51	0.144185	97.6679
4.52	0.143739	96.5964
4.53	0.143134	95.2597
4.54	0.142393	93.6941
4.55	0.141537	91.9335
4.56	0.140588	90.0098
4.57	0.139561	87.9541
4.58	0.138471	85.7985
4.59	0.137329	83.5765
4.6	0.136145	81.3235
4.61	0.134927	79.0767
4.62	0.133686	76.8736
4.63	0.132431	74.7505
4.64	0.131172	72.7406
4.65	0.129918	70.8725
4.66	0.128679	69.1688
4.67	0.127463	67.6452
4.68	0.126277	66.3102
4.69	0.125125	65.1653
4.7	0.124011	64.2058
4.71	0.122937	63.4216
4.72	0.121903	62.7978
4.73	0.120909	62.3163
4.74	0.119958	61.9561
4.75	0.119049	61.6948
4.76	0.118185	61.5086
4.77	0.117369	61.3733
4.78	0.116605	61.2653
4.79	0.115898	61.1612
4.8	0.115252	61.0392
4.81	0.114669	60.8796
4.82	0.114154	60.6645
4.83	0.113706	60.3796
4.84	0.113326	60.0135
4.85	0.113009	59.559
4.86	0.112752	59.0129
4.87	0.112548	58.3764
4.88	0.112392	57.6548
4.89	0.112275	56.8575
4.9	0.11219	55.9972
4.91	0.11213	55.0894
4.92	0.112088	54.1513
4.93	0.112058	53.2011
4.94	0.112034	52.2566
4.95	0.112011	51.3347
4.96	0.111984	50.45
4.97	0.111951	49.6146
4.98	0.111907	48.8374
4.99	0.111851	48.1243
5	0.111781	47.4777
5.01	0.111695	46.8973
5.02	0.111594	46.3803
5.03	0.11148	45.922
5.04	0.111353	45.5165
5.05	0.111218	45.1574
5.06	0.11108	44.8385
5.07	0.110943	44.5539
5.08	0.110815	44.2994
5.09	0.110701	44.0717
5.1	0.110609	43.8694
5.11	0.110545	43.6928
5.12	0.110516	43.5436
5.13	0.110526	43.4251
5.14	0.110582	43.3415
5.15	0.110686	43.2976
5.16	0.110841	43.2986
5.17	0.111048	43.3493
5.18	0.111308	43.454
5.19	0.111618	43.6158
5.2	0.111977	43.8362
5.21	0.112383	44.1153
5.22	0.112829	44.4511
5.23	0.113313	44.8396
5.24	0.113828	45.2748
5.25	0.114368	45.7493
5.26	0.114926	46.2539
5.27	0.115496	46.7785
5.28	0.11607	47.3125
5.29	0.116641	47.845
5.3	0.117201	48.3659
5.31	0.117743	48.8658
5.32	0.118259	49.3369
5.33	0.118744	49.7734
5.34	0.119192	50.1715
5.35	0.119597	50.5299
5.36	0.119956	50.8496
5.37	0.120266	51.1341
5.38	0.120527	51.3891
5.39	0.120738	51.6223
5.4	0.120902	51.8427
5.41	0.121022	52.0607
5.42	0.121104	52.2872
5.43	0.121153	52.533
5.44	0.121177	52.8086
5.45	0.121184	53.1234
5.46	0.121183	53.4853
5.47	0.121181	53.9003
5.48	0.121189	54.3721
5.49	0.121212	54.9017
5.5	0.121257	55.4873
5.51	0.121329	56.1244
5.52	0.12143	56.8055
5.53	0.121563	57.5206
5.54	0.121724	58.2573
5.55	0.121912	59.0011
5.56	0.122122	59.7363
5.57	0.122346	60.4457
5.58	0.122575	61.1122
5.59	0.122801	61.7186
5.6	0.123012	62.2484
5.61	0.123199	62.6865
5.62	0.123349	63.0192
5.63	0.123452	63.2352
5.64	0.1235	63.3254
5.65	0.123483	63.2832
5.66	0.123396	63.1051
5.67	0.123233	62.7899
5.68	0.122992	62.3395
5.69	0.122672	61.7582
5.7	0.122274	61.053
5.71	0.121802	60.2331
5.72	0.121262	59.3098
5.73	0.12066	58.2963
5.74	0.120005	57.207
5.75	0.119308	56.0575
5.76	0.118578	54.8643
5.77	0.117827	53.6441
5.78	0.117067	52.4136
5.79	0.116308	51.1889
5.8	0.115562	49.9856
5.81	0.11484	48.8179
5.82	0.11415	47.6989
5.83	0.113501	46.6397
5.84	0.112901	45.65
5.85	0.112355	44.7372
5.86	0.11187	43.907
5.87	0.111447	43.1632
5.88	0.11109	42.5076
5.89	0.1108	41.9403
5.9	0.110576	41.46
5.91	0.110418	41.064
5.92	0.110324	40.7484
5.93	0.110291	40.5085
5.94	0.110315	40.3388
5.95	0.110393	40.2334
5.96	0.110521	40.1862
5.97	0.110693	40.1907
5.98	0.110905	40.2406
5.99	0.111151	40.33
6	0.111427	40.4528
6.01	0.111726	40.6035
6.02	0.112045	40.777
6.03	0.112378	40.9686
6.04	0.11272	41.1738
6.05	0.113068	41.3889
6.06	0.113416	41.6104
6.07	0.113762	41.8354
6.08	0.114101	42.0612
6.09	0.114432	42.2855
6.1	0.114751	42.5066
6.11	0.115055	42.7229
6.12	0.115344	42.933
6.13	0.115615	43.1361
6.14	0.115867	43.3311
6.15	0.1161	43.5177
6.16	0.116313	43.6955
6.17	0.116505	43.8641
6.18	0.116677	44.0236
6.19	0.116829	44.1739
6.2	0.116962	44.3154
6.21	0.117077	44.4484
6.22	0.117174	44.5732
6.23	0.117255	44.6905
6.24	0.117322	44.801
6.25	0.117377	44.9053
6.26	0.117421	45.0045
6.27	0.117457	45.0995
6.28	0.117487	45.1913
6.29	0.117513	45.2812
6.3	0.117539	45.3703
6.31	0.117567	45.4598
6.32	0.1176	45.551
6.33	0.117641	45.6452
6.34	0.117692	45.7434
6.35	0.117756	45.8469
6.36	0.117836	45.9565
6.37	0.117934	46.073
6.38	0.118052	46.1972
6.39	0.118191	46.3292
6.4	0.118354	46.4694
6.41	0.118541	46.6174
6.42	0.118752	46.773
6.43	0.118988	46.9354
6.44	0.119248	47.1036
6.45	0.119532	47.2764
6.46	0.119839	47.4523
6.47	0.120168	47.6297
6.48	0.120515	47.8067
6.49	0.12088	47.9815
6.5	0.12126	48.1521
6.51	0.121653	48.3165
6.52	0.122056	48.4727
6.53	0.122466	48.6191
6.54	0.122881	48.7538
6.55	0.123299	48.8755
6.56	0.123716	48.9829
6.57	0.124131	49.075
6.58	0.124542	49.151
6.59	0.124947	49.2104
6.6	0.125344	49.253
6.61	0.125732	49.2789
6.62	0.126111	49.2883
6.63	0.126479	49.2818
6.64	0.126837	49.2601
6.65	0.127183	49.224
6.66	0.12752	49.1747
6.67	0.127846	49.1132
6.68	0.128163	49.0408
6.69	0.12847	48.9586
6.7	0.12877	48.868
6.71	0.129063	48.7701
6.72	0.12935	48.6661
6.73	0.129631	48.557
6.74	0.129909	48.444
6.75	0.130183	48.3278
6.76	0.130455	48.2092
6.77	0.130725	48.0889
6.78	0.130993	47.9673
6.79	0.131261	47.8448
6.8	0.131528	47.7217
6.81	0.131793	47.5981
6.82	0.132058	47.4741
6.83	0.132321	47.3495
6.84	0.132581	47.2244
6.85	0.132838	47.0985
6.86	0.133092	46.9718
6.87	0.13334	46.8438
6.88	0.133581	46.7146
6.89	0.133815	46.5838
6.9	0.134039	46.4514
6.91	0.134253	46.3172
6.92	0.134454	46.1811
6.93	0.134641	46.0431
6.94	0.134813	45.9033
6.95	0.134968	45.7617
6.96	0.135105	45.6185
6.97	0.135223	45.4738
6.98	0.13532	45.3279
6.99	0.135397	45.181
7	0.135452	45.0334
7.01	0.135484	44.8855
7.02	0.135493	44.7375
7.03	0.13548	44.5898
7.04	0.135444	44.4427
7.05	0.135385	44.2964
7.06	0.135304	44.1512
7.07	0.135202	44.0073
7.08	0.135078	43.8649
7.09	0.134935	43.7241
7.1	0.134772	43.585
7.11	0.134591	43.4477
7.12	0.134394	43.3121
7.13	0.13418	43.1781
7.14	0.133952	43.0457
7.15	0.133711	42.9145
7.16	0.133458	42.7843
7.17	0.133194	42.6549
7.18	0.13292	42.5258
7.19	0.132638	42.3968
7.2	0.132349	42.2674
7.21	0.132053	42.137
7.22	0.131751	42.0053
7.23	0.131445	41.8717
7.24	0.131135	41.7358
7.25	0.130822	41.597
7.26	0.130506	41.4549
7.27	0.130187	41.3089
7.28	0.129867	41.1587
7.29	0.129546	41.0039
7.3	0.129224	40.844
7.31	0.128901	40.6788
7.32	0.128577	40.5081
7.33	0.128252	40.3316
7.34	0.127928	40.1493
7.35	0.127603	39.9611
7.36	0.127278	39.7671
7.37	0.126952	39.5675
7.38	0.126627	39.3624
7.39	0.126302	39.1522
7.4	0.125976	38.9372
7.41	0.125651	38.7179
7.42	0.125326	38.4948
7.43	0.125002	38.2686
7.44	0.124678	38.0399
7.45	0.124355	37.8094
7.46	0.124033	37.5779
7.47	0.123712	37.3462
7.48	0.123393	37.1151
7.49	0.123075	36.8856
7.5	0.122759	36.6584
7.51	0.122446	36.4345
7.52	0.122136	36.2147
7.53	0.121829	35.9999
7.54	0.121526	35.791
7.55	0.121227	35.5887
7.56	0.120932	35.3939
7.57	0.120644	35.2073
7.58	0.120361	35.0296
7.59	0.120084	34.8615
7.6	0.119815	34.7036
7.61	0.119554	34.5565
7.62	0.119301	34.4206
7.63	0.119057	34.2963
7.64	0.118823	34.1841
7.65	0.118599	34.0843
7.66	0.118387	33.9972
7.67	0.118186	33.9229
7.68	0.117997	33.8615
7.69	0.117822	33.8133
7.7	0.117659	33.7782
7.71	0.117511	33.7561
7.72	0.117377	33.7471
7.73	0.117258	33.7509
7.74	0.117155	33.7674
7.75	0.117067	33.7965
7.76	0.116994	33.8377
7.77	0.116937	33.8908
7.78	0.116897	33.9555
7.79	0.116872	34.0313
7.8	0.116862	34.1179
7.81	0.116869	34.2147
7.82	0.11689	34.3213
7.83	0.116926	34.4372
7.84	0.116977	34.5618
7.85	0.117041	34.6946
7.86	0.117118	34.8351
7.87	0.117208	34.9826
7.88	0.117309	35.1366
7.89	0.11742	35.2965
7.9	0.117542	35.4617
7.91	0.117672	35.6316
7.92	0.117809	35.8057
7.93	0.117953	35.9834
7.94	0.118103	36.1642
7.95	0.118257	36.3476
7.96	0.118414	36.5331
7.97	0.118573	36.7202
7.98	0.118733	36.9084
7.99	0.118893	37.0975
8	0.119052	37.2869
