i	E(i)	g[i]	hist[i]
276	40.000000	172.486206	149290
278	44.000000	172.161412	149718
280	48.000000	171.803223	150170
282	52.000000	171.410836	151056
284	56.000000	170.986336	152315
286	60.000000	170.536767	153018
288	64.000000	170.060777	152748
290	68.000000	169.556306	150619
292	72.000000	169.022463	150524
294	76.000000	168.461413	149722
296	80.000000	167.866248	149990
298	84.000000	167.243180	151989
300	88.000000	166.594336	151119
302	92.000000	165.914089	153029
304	96.000000	165.208622	152793
306	100.000000	164.474664	153427
308	104.000000	163.719263	154399
310	108.000000	162.936636	154712
312	112.000000	162.131853	156026
314	116.000000	161.293626	156895
316	120.000000	160.437169	154773
318	124.000000	159.558707	154101
320	128.000000	158.644353	156686
322	132.000000	157.714269	155694
324	136.000000	156.752520	156165
326	140.000000	155.771133	157117
328	144.000000	154.762335	157793
330	148.000000	153.739085	157409
332	152.000000	152.696241	156581
334	156.000000	151.623166	157886
336	160.000000	150.527888	158603
338	164.000000	149.422894	155320
340	168.000000	148.282712	155963
342	172.000000	147.121177	157730
344	176.000000	145.948369	156810
346	180.000000	144.758768	152342
348	184.000000	143.540922	153030
350	188.000000	142.307209	155115
352	192.000000	141.053111	157311
354	196.000000	139.782791	157342
356	200.000000	138.487023	157556
358	204.000000	137.179631	157979
360	208.000000	135.852998	158352
362	212.000000	134.505414	158569
364	216.000000	133.145828	157424
366	220.000000	131.765471	160381
368	224.000000	130.363483	159786
370	228.000000	128.954019	158614
372	232.000000	127.523914	156021
374	236.000000	126.072269	160677
376	240.000000	124.606331	163101
378	244.000000	123.130916	164293
380	248.000000	121.644799	163923
382	252.000000	120.136553	165065
384	256.000000	118.622870	164796
386	260.000000	117.084031	166430
388	264.000000	115.530963	169699
390	268.000000	113.980784	165356
392	272.000000	112.398018	168004
394	276.000000	110.819506	169217
396	280.000000	109.234357	166754
398	284.000000	107.639570	163708
400	288.000000	106.024482	159686
402	292.000000	104.397583	159437
404	296.000000	102.763152	162030
406	300.000000	101.120598	157216
408	304.000000	99.474133	155287
410	308.000000	97.800686	150986
412	312.000000	96.138340	150247
414	316.000000	94.471932	148104
416	320.000000	92.781078	148428
418	324.000000	91.097314	150346
420	328.000000	89.408383	148083
422	332.000000	87.724491	143480
424	336.000000	86.019758	144010
426	340.000000	84.329303	140565
428	344.000000	82.618384	139168
430	348.000000	80.925847	133711
432	352.000000	79.204729	132589
434	356.000000	77.489058	135070
436	360.000000	75.765564	132664
438	364.000000	74.037135	130547
440	368.000000	72.305725	128782
442	372.000000	70.563685	130071
444	376.000000	68.803128	132487
446	380.000000	67.038113	133432
448	384.000000	65.278988	130259
450	388.000000	63.515091	129977
452	392.000000	61.739609	128989
454	396.000000	59.947887	130288
456	400.000000	58.157932	129599
458	404.000000	56.360689	128017
460	408.000000	54.553567	126195
462	412.000000	52.739936	123983
464	416.000000	50.900015	126623
466	420.000000	49.054110	124395
468	424.000000	47.195541	128046
470	428.000000	45.331569	125023
472	432.000000	43.445287	128451
474	436.000000	41.537811	128938
476	440.000000	39.632279	126527
478	444.000000	37.700854	127932
480	448.000000	35.738354	127456
482	452.000000	33.754135	129004
484	456.000000	31.771808	123343
486	460.000000	29.731146	124725
488	464.000000	27.734467	129937
490	468.000000	25.566020	130789
492	472.000000	23.589936	133218
494	476.000000	21.246902	132328
496	480.000000	19.322954	131401
498	484.000000	16.693296	129450
500	488.000000	14.971525	136060
502	492.000000	11.797790	141166
504	496.000000	10.430072	137191
506	500.000000	6.224738	143548
508	504.000000	5.526673	146193
512	512.000000	-0.007188	145223
