i	E(i)	g[i]	hist[i]
246	-660.000000	237.924122	110194
248	-656.000000	239.549309	109279
250	-652.000000	241.175130	109444
252	-648.000000	242.793289	107279
254	-644.000000	244.413121	104028
256	-640.000000	246.020442	102236
258	-636.000000	247.624387	102699
260	-632.000000	249.220470	101871
262	-628.000000	250.817429	101148
264	-624.000000	252.405192	98570
266	-620.000000	253.990611	96287
268	-616.000000	255.568700	95948
270	-612.000000	257.137049	95490
272	-608.000000	258.706546	95460
274	-604.000000	260.270049	96089
276	-600.000000	261.833158	94759
278	-596.000000	263.379567	94307
280	-592.000000	264.922877	92905
282	-588.000000	266.464495	93043
284	-584.000000	268.004292	93595
286	-580.000000	269.528714	93344
288	-576.000000	271.056097	91357
290	-572.000000	272.571957	90794
292	-568.000000	274.080549	88281
294	-564.000000	275.582286	90637
296	-560.000000	277.075975	90927
298	-556.000000	278.566510	92078
300	-552.000000	280.044089	91159
302	-548.000000	281.522659	89536
304	-544.000000	282.993128	88297
306	-540.000000	284.457921	89133
308	-536.000000	285.915403	90474
310	-532.000000	287.365302	91340
312	-528.000000	288.807294	90734
314	-524.000000	290.237352	91249
316	-520.000000	291.664304	91342
318	-516.000000	293.087208	93994
320	-512.000000	294.505359	93339
322	-508.000000	295.914285	93219
324	-504.000000	297.317245	92722
326	-500.000000	298.711197	93726
328	-496.000000	300.095308	94300
330	-492.000000	301.476664	94005
332	-488.000000	302.844748	95216
334	-484.000000	304.211841	95363
336	-480.000000	305.564434	96715
338	-476.000000	306.915907	95608
340	-472.000000	308.258930	97216
342	-468.000000	309.598071	94687
344	-464.000000	310.927953	95339
346	-460.000000	312.248535	94413
348	-456.000000	313.560816	95608
350	-452.000000	314.861902	95755
352	-448.000000	316.153814	96357
354	-444.000000	317.445383	96384
356	-440.000000	318.730893	95124
358	-436.000000	320.007800	95510
360	-432.000000	321.277914	95328
362	-428.000000	322.528647	94869
364	-424.000000	323.776641	95837
366	-420.000000	325.015419	95228
368	-416.000000	326.247926	95704
370	-412.000000	327.467790	95095
372	-408.000000	328.678610	95305
374	-404.000000	329.883247	95819
376	-400.000000	331.072813	95743
378	-396.000000	332.257847	95815
380	-392.000000	333.433827	94043
382	-388.000000	334.602372	92839
384	-384.000000	335.761739	93517
386	-380.000000	336.911083	94178
388	-376.000000	338.050820	94065
390	-372.000000	339.182668	94011
392	-368.000000	340.302939	94402
394	-364.000000	341.420193	93489
396	-360.000000	342.526478	93728
398	-356.000000	343.618416	95766
400	-352.000000	344.704863	95033
402	-348.000000	345.779361	95187
404	-344.000000	346.838400	96228
406	-340.000000	347.899655	96949
408	-336.000000	348.946861	97038
410	-332.000000	349.984029	96840
412	-328.000000	351.009561	96833
414	-324.000000	352.027548	98959
416	-320.000000	353.028946	98631
418	-316.000000	354.027124	99009
420	-312.000000	355.013370	97766
422	-308.000000	355.985186	97390
424	-304.000000	356.949233	98679
426	-300.000000	357.905078	98244
428	-296.000000	358.847851	98253
430	-292.000000	359.782763	98275
432	-288.000000	360.706306	97232
434	-284.000000	361.616144	97382
436	-280.000000	362.519298	97571
438	-276.000000	363.408502	98059
440	-272.000000	364.286163	97854
442	-268.000000	365.154254	96624
444	-264.000000	366.008854	97272
446	-260.000000	366.852881	99468
448	-256.000000	367.686078	99657
450	-252.000000	368.508561	99445
452	-248.000000	369.318900	99942
454	-244.000000	370.117757	101287
456	-240.000000	370.908967	100529
458	-236.000000	371.684283	99015
460	-232.000000	372.454083	98488
462	-228.000000	373.208487	96976
464	-224.000000	373.950300	96681
466	-220.000000	374.681258	96859
468	-216.000000	375.402692	97178
470	-212.000000	376.108607	98011
472	-208.000000	376.804139	96987
474	-204.000000	377.486256	95985
476	-200.000000	378.158381	98258
478	-196.000000	378.817147	97357
480	-192.000000	379.461687	98231
482	-188.000000	380.093045	98376
484	-184.000000	380.715066	97947
486	-180.000000	381.324615	98249
488	-176.000000	381.920444	97977
490	-172.000000	382.507184	98193
492	-168.000000	383.077997	98545
494	-164.000000	383.637855	97584
496	-160.000000	384.183648	99513
498	-156.000000	384.717978	99183
500	-152.000000	385.241930	99870
502	-148.000000	385.751740	99828
504	-144.000000	386.248700	100240
506	-140.000000	386.731930	100714
508	-136.000000	387.203997	100451
510	-132.000000	387.661146	102304
512	-128.000000	388.105569	102179
514	-124.000000	388.540268	102158
516	-120.000000	388.955647	102412
518	-116.000000	389.361612	101415
520	-112.000000	389.751976	101490
522	-108.000000	390.128977	102590
524	-104.000000	390.494190	103073
526	-100.000000	390.844765	103867
528	-96.000000	391.183397	102150
530	-92.000000	391.507947	101697
532	-88.000000	391.816839	102369
534	-84.000000	392.115468	101252
536	-80.000000	392.397844	100725
538	-76.000000	392.667474	100914
540	-72.000000	392.925287	100295
542	-68.000000	393.168258	100302
544	-64.000000	393.395612	100946
546	-60.000000	393.612632	101864
548	-56.000000	393.815891	102056
550	-52.000000	394.006095	101305
552	-48.000000	394.179986	100711
554	-44.000000	394.340029	100974
556	-40.000000	394.488094	100659
558	-36.000000	394.621547	100984
560	-32.000000	394.737720	101152
562	-28.000000	394.843932	100994
564	-24.000000	394.936280	100533
566	-20.000000	395.012994	100819
568	-16.000000	395.077493	101061
570	-12.000000	395.126357	102446
572	-8.000000	395.161148	102330
574	-4.000000	395.184936	101083
576	0.000000	395.191967	101559
578	4.000000	395.187732	101165
580	8.000000	395.167602	101159
582	12.000000	395.134030	100705
584	16.000000	395.083183	100893
586	20.000000	395.020512	100617
588	24.000000	394.943998	100314
590	28.000000	394.852351	99969
592	32.000000	394.745215	100816
594	36.000000	394.626497	100988
596	40.000000	394.492888	101951
598	44.000000	394.348784	101208
600	48.000000	394.188323	100940
602	52.000000	394.012453	101090
604	56.000000	393.826153	100813
606	60.000000	393.628119	100700
608	64.000000	393.412837	101304
610	68.000000	393.185048	101272
612	72.000000	392.943913	101005
614	76.000000	392.687077	100015
616	80.000000	392.419811	100958
618	84.000000	392.138560	101098
620	88.000000	391.840152	102295
622	92.000000	391.529541	101490
624	96.000000	391.207482	100653
626	100.000000	390.871282	99562
628	104.000000	390.519176	98337
630	108.000000	390.154784	97447
632	112.000000	389.777150	97089
634	116.000000	389.384966	98180
636	120.000000	388.982098	97557
638	124.000000	388.563250	97049
640	128.000000	388.131343	96790
642	132.000000	387.685626	95529
644	136.000000	387.228912	95684
646	140.000000	386.760818	95995
648	144.000000	386.277952	96587
650	148.000000	385.783038	96486
652	152.000000	385.271430	96495
654	156.000000	384.748582	98086
656	160.000000	384.213015	98453
658	164.000000	383.666059	98181
660	168.000000	383.106375	98699
662	172.000000	382.534701	96930
664	176.000000	381.946486	95950
666	180.000000	381.348344	96081
668	184.000000	380.738820	94812
670	188.000000	380.113780	96006
672	192.000000	379.477604	97158
674	196.000000	378.828961	97250
676	200.000000	378.168313	96284
678	204.000000	377.494516	96340
680	208.000000	376.811853	97223
682	212.000000	376.118758	97034
684	216.000000	375.408972	98095
686	220.000000	374.691295	97804
688	224.000000	373.960412	98220
690	228.000000	373.220340	99319
692	232.000000	372.464513	97761
694	236.000000	371.697983	97491
696	240.000000	370.919167	97231
698	244.000000	370.131425	97574
700	248.000000	369.330417	97588
702	252.000000	368.517440	97721
704	256.000000	367.696505	97426
706	260.000000	366.864590	97824
708	264.000000	366.017092	98570
710	268.000000	365.159587	99401
712	272.000000	364.292365	99411
714	276.000000	363.416194	99712
716	280.000000	362.531349	99557
718	284.000000	361.630809	102279
720	288.000000	360.717449	102906
722	292.000000	359.790381	103686
724	296.000000	358.855579	103004
726	300.000000	357.909340	103189
728	304.000000	356.953228	103116
730	308.000000	355.987445	103302
732	312.000000	355.012473	104001
734	316.000000	354.026135	104016
736	320.000000	353.028678	102287
738	324.000000	352.020781	103112
740	328.000000	351.006351	101714
742	332.000000	349.980898	102420
744	336.000000	348.944505	101777
746	340.000000	347.897386	103186
748	344.000000	346.837324	101962
750	348.000000	345.770533	101886
752	352.000000	344.691652	100674
754	356.000000	343.608635	100902
756	360.000000	342.516361	102305
758	364.000000	341.412089	101341
760	368.000000	340.296754	100551
762	372.000000	339.169023	100767
764	376.000000	338.039795	101546
766	380.000000	336.901601	102384
768	384.000000	335.750935	101634
770	388.000000	334.595134	100341
772	392.000000	333.422822	100000
774	396.000000	332.246877	99492
776	400.000000	331.055234	98685
778	404.000000	329.858145	97934
780	408.000000	328.652920	98053
782	412.000000	327.440760	97921
784	416.000000	326.214595	101393
786	420.000000	324.981152	99649
788	424.000000	323.747399	98761
790	428.000000	322.493312	98891
792	432.000000	321.235149	98907
794	436.000000	319.971968	98192
796	440.000000	318.701138	99249
798	444.000000	317.414327	100921
800	448.000000	316.125239	98746
802	452.000000	314.828692	98058
804	456.000000	313.525237	98084
806	460.000000	312.215102	96613
808	464.000000	310.894714	96353
810	468.000000	309.569341	92766
812	472.000000	308.231791	93245
814	476.000000	306.888796	93044
816	480.000000	305.536511	93174
818	484.000000	304.181204	92455
820	488.000000	302.812866	92748
822	492.000000	301.437745	93275
824	496.000000	300.052996	93771
826	500.000000	298.662824	94397
828	504.000000	297.268438	94868
830	508.000000	295.864793	94545
832	512.000000	294.450476	93365
834	516.000000	293.035010	94362
836	520.000000	291.612582	92584
838	524.000000	290.185488	90991
840	528.000000	288.750849	91004
842	532.000000	287.307729	91564
844	536.000000	285.857345	92990
846	540.000000	284.403151	91524
848	544.000000	282.938906	92505
850	548.000000	281.465889	93835
852	552.000000	279.985915	93381
854	556.000000	278.498724	92927
856	560.000000	277.014383	94294
858	564.000000	275.518461	93602
860	568.000000	274.011495	94826
862	572.000000	272.503113	94621
864	576.000000	270.991088	94785
866	580.000000	269.471318	93639
868	584.000000	267.942887	94996
870	588.000000	266.413922	96006
872	592.000000	264.874136	97950
874	596.000000	263.326086	100429
876	600.000000	261.775293	100339
878	604.000000	260.215425	100259
880	608.000000	258.656144	98949
882	612.000000	257.089989	98195
884	616.000000	255.511004	98717
886	620.000000	253.928399	100543
888	624.000000	252.340405	101508
890	628.000000	250.752216	103484
892	632.000000	249.159275	104403
894	636.000000	247.554154	103617
896	640.000000	245.952548	103066
898	644.000000	244.342472	104506
900	648.000000	242.731532	105024
902	652.000000	241.106989	106228
904	656.000000	239.486597	104969
906	660.000000	237.858577	105799
908	664.000000	236.227857	106078
910	668.000000	234.591082	108110
912	672.000000	232.946617	108779
914	676.000000	231.303143	110039
916	680.000000	229.654796	108101
918	684.000000	228.000311	108785
920	688.000000	226.338437	106957
922	692.000000	224.678986	104439
924	696.000000	223.009667	104465
926	700.000000	221.341487	102412
928	704.000000	219.667076	103990
930	708.000000	217.985043	104766
932	712.000000	216.305770	106349
934	716.000000	214.619205	106151
936	720.000000	212.933191	106029
938	724.000000	211.237908	104760
940	728.000000	209.549705	104340
942	732.000000	207.854814	105280
944	736.000000	206.148832	104927
946	740.000000	204.443472	107484
948	744.000000	202.733837	108067
950	748.000000	201.030171	105995
952	752.000000	199.318797	106665
954	756.000000	197.612667	104777
956	760.000000	195.904172	106118
958	764.000000	194.188318	106218
960	768.000000	192.472732	105668
962	772.000000	190.747573	104725
964	776.000000	189.030233	104748
966	780.000000	187.305292	106885
968	784.000000	185.583217	106461
970	788.000000	183.856656	107623
972	792.000000	182.129703	107623
974	796.000000	180.400959	108795
976	800.000000	178.672780	108014
978	804.000000	176.933426	107496
980	808.000000	175.203114	109146
982	812.000000	173.459878	107912
984	816.000000	171.711947	110980
986	820.000000	169.969066	110235
988	824.000000	168.224697	111054
990	828.000000	166.474557	114390
992	832.000000	164.716501	114097
994	836.000000	162.955039	118278
996	840.000000	161.199244	118593
998	844.000000	159.434896	119852
1000	848.000000	157.665200	122653
1002	852.000000	155.894741	121969
1004	856.000000	154.126389	122466
1006	860.000000	152.351696	124814
1008	864.000000	150.572645	127075
1010	868.000000	148.793229	127364
1012	872.000000	147.014170	127152
1014	876.000000	145.220282	125957
1016	880.000000	143.425630	129229
1018	884.000000	141.629935	129976
1020	888.000000	139.830523	133975
1022	892.000000	138.026945	133562
1024	896.000000	136.214982	138853
1026	900.000000	134.408935	141713
1028	904.000000	132.586685	142226
1030	908.000000	130.762307	144016
1032	912.000000	128.945413	143016
1034	916.000000	127.125085	142602
1036	920.000000	125.290241	142638
1038	924.000000	123.453524	140988
1040	928.000000	121.610697	140375
1042	932.000000	119.754145	142629
1044	936.000000	117.903466	144497
1046	940.000000	116.043697	144712
1048	944.000000	114.186380	148115
1050	948.000000	112.308515	146374
1052	952.000000	110.428310	145910
1054	956.000000	108.532623	144452
1056	960.000000	106.653699	149943
1058	964.000000	104.750719	148921
1060	968.000000	102.853085	145540
1062	972.000000	100.938970	149472
1064	976.000000	99.025147	148277
1066	980.000000	97.094057	146686
1068	984.000000	95.160064	148998
1070	988.000000	93.220164	149083
1072	992.000000	91.275139	148555
1074	996.000000	89.312613	147497
1076	1000.000000	87.338387	151104
1078	1004.000000	85.369625	147076
1080	1008.000000	83.379060	150398
1082	1012.000000	81.394108	151568
1084	1016.000000	79.391567	151375
1086	1020.000000	77.380184	152273
1088	1024.000000	75.353660	151622
1090	1028.000000	73.316722	151821
1092	1032.000000	71.272566	149154
1094	1036.000000	69.213637	154986
1096	1040.000000	67.145036	148561
1098	1044.000000	65.054074	143402
1100	1048.000000	62.973141	142828
1102	1052.000000	60.849788	138541
1104	1056.000000	58.739024	143275
1106	1060.000000	56.596141	136726
1108	1064.000000	54.444481	134448
1110	1068.000000	52.285103	135043
1112	1072.000000	50.097109	137208
1114	1076.000000	47.876057	136040
1116	1080.000000	45.676824	140459
1118	1084.000000	43.397796	138578
1120	1088.000000	41.163930	141401
1122	1092.000000	38.802969	136845
1124	1096.000000	36.575136	141371
1126	1100.000000	34.096370	139715
1128	1104.000000	31.894776	141678
1130	1108.000000	29.245417	146604
1132	1112.000000	27.122282	143443
1134	1116.000000	24.215722	140202
1136	1120.000000	22.215973	146952
1138	1124.000000	18.918022	141207
1140	1128.000000	17.147644	151084
1142	1132.000000	13.241954	133319
1144	1136.000000	11.860571	143684
1146	1140.000000	6.892586	142291
1148	1144.000000	6.202179	140754
1152	1152.000000	-0.135418	130099
