0.01	-nan	-nan
1.96	207.193	245547
1.97	205.032	323510
1.98	202.264	396885
1.99	199.007	448500
2	195.468	464407
2.01	191.894	440294
2.02	188.518	383475
2.03	185.507	309218
2.04	182.936	234066
2.05	180.785	170275
2.06	178.966	123804
2.07	177.356	95540.3
2.08	175.821	83926.1
2.09	174.23	87223
2.1	172.459	104355
2.11	170.397	134056
2.12	167.958	172884
2.13	165.108	213650
2.14	161.889	246182
2.15	158.423	261146
2.16	154.877	255004
2.17	151.408	232614
2.18	148.102	205557
2.19	144.935	187843
2.2	141.766	192677
2.21	138.357	232731
2.22	134.397	323572
2.23	129.518	487002
2.24	123.299	747960
2.25	115.307	1.11686e+06
2.26	105.228	1.55655e+06
2.27	93.0983	1.95722e+06
2.28	79.5108	2.1654e+06
2.29	65.5903	2.07956e+06
2.3	52.6323	1.73261e+06
2.31	41.6201	1.2669e+06
2.32	32.9532	830205
2.33	26.5027	501256
2.34	21.8472	288268
2.35	18.4988	164172
2.36	16.0331	96784.6
2.37	14.133	61722.3
2.38	12.5836	43803
2.39	11.2513	34460.9
2.4	10.0614	29084.2
2.41	8.97887	25288.5
2.42	7.99207	21967.1
2.43	7.09978	18758.8
2.44	6.3018	15697.5
2.45	5.59394	12957.8
2.46	4.9669	10688.4
2.47	4.40812	8933.27
2.48	3.90493	7628.86
2.49	3.44744	6645.23
2.5	3.03003	5840.51
2.51	2.65118	5104.49
2.52	2.31211	4379.36
2.53	2.01492	3657.21
2.54	1.76091	2962.48
2.55	1.54962	2330.28
2.56	1.3786	1789.5
2.57	1.24362	1354.43
2.58	1.13932	1024.14
2.59	1.05981	786.579
2.6	0.999222	624.034
2.61	0.952131	517.823
2.62	0.913824	451.242
2.63	0.880466	410.845
2.64	0.84918	386.538
2.65	0.818063	371.09
2.66	0.786127	359.503
2.67	0.753169	348.498
2.68	0.719582	336.165
2.69	0.686115	321.718
2.7	0.653642	305.254
2.71	0.622951	287.471
2.72	0.594602	269.345
2.73	0.568864	251.832
2.74	0.545722	235.65
2.75	0.524944	221.173
2.76	0.506175	208.436
2.77	0.489027	197.218
2.78	0.47316	187.156
2.79	0.458321	177.862
2.8	0.444358	169.017
2.81	0.431203	160.417
2.82	0.418845	151.989
2.83	0.407292	143.774
2.84	0.396546	135.885
2.85	0.38658	128.465
2.86	0.377333	121.643
2.87	0.368715	115.508
2.88	0.360617	110.093
2.89	0.352926	105.372
2.9	0.345539	101.27
2.91	0.338376	97.6779
2.92	0.331385	94.4738
2.93	0.324543	91.5367
2.94	0.317854	88.7627
2.95	0.311345	86.0745
2.96	0.305057	83.4258
2.97	0.29904	80.8007
2.98	0.293345	78.2096
2.99	0.28802	75.6821
3	0.283106	73.2586
3.01	0.278637	70.9821
3.02	0.274637	68.8914
3.03	0.271121	67.0162
3.04	0.2681	65.3746
3.05	0.265576	63.9727
3.06	0.263549	62.8074
3.07	0.262021	61.8691
3.08	0.26099	61.1468
3.09	0.260462	60.6325
3.1	0.260446	60.3249
3.11	0.260958	60.2321
3.12	0.26202	60.3733
3.13	0.263663	60.7782
3.14	0.265925	61.4851
3.15	0.268848	62.5374
3.16	0.272482	63.9795
3.17	0.276873	65.8517
3.18	0.282069	68.1849
3.19	0.288114	70.9959
3.2	0.295039	74.2834
3.21	0.302866	78.0248
3.22	0.311601	82.1751
3.23	0.321228	86.6673
3.24	0.331714	91.4148
3.25	0.342999	96.3152
3.26	0.355002	101.256
3.27	0.367619	106.121
3.28	0.380726	110.798
3.29	0.39418	115.185
3.3	0.407828	119.198
3.31	0.421506	122.772
3.32	0.435051	125.871
3.33	0.448302	128.478
3.34	0.461107	130.606
3.35	0.473332	132.284
3.36	0.48486	133.56
3.37	0.495598	134.49
3.38	0.505482	135.137
3.39	0.514472	135.564
3.4	0.522559	135.826
3.41	0.529757	135.974
3.42	0.536109	136.046
3.43	0.541676	136.068
3.44	0.546538	136.057
3.45	0.550789	136.019
3.46	0.55453	135.953
3.47	0.557867	135.849
3.48	0.560905	135.695
3.49	0.563744	135.476
3.5	0.566473	135.175
3.51	0.569173	134.776
3.52	0.571907	134.265
3.53	0.574722	133.629
3.54	0.57765	132.858
3.55	0.580703	131.946
3.56	0.583877	130.889
3.57	0.587151	129.69
3.58	0.590491	128.352
3.59	0.593849	126.885
3.6	0.597168	125.302
3.61	0.600382	123.619
3.62	0.603422	121.857
3.63	0.606214	120.038
3.64	0.608687	118.186
3.65	0.610768	116.328
3.66	0.612393	114.489
3.67	0.613502	112.692
3.68	0.614041	110.959
3.69	0.613966	109.309
3.7	0.613245	107.756
3.71	0.611852	106.311
3.72	0.609773	104.98
3.73	0.607006	103.763
3.74	0.603557	102.659
3.75	0.599443	101.659
3.76	0.594687	100.753
3.77	0.589323	99.9293
3.78	0.583392	99.1731
3.79	0.57694	98.47
3.8	0.570017	97.8053
3.81	0.562681	97.1658
3.82	0.554988	96.5398
3.83	0.546999	95.9179
3.84	0.538773	95.2935
3.85	0.530372	94.6627
3.86	0.521853	94.0244
3.87	0.513273	93.3803
3.88	0.504685	92.7345
3.89	0.49614	92.093
3.9	0.487682	91.4633
3.91	0.479353	90.8538
3.92	0.471189	90.2735
3.93	0.46322	89.731
3.94	0.455473	89.2343
3.95	0.447966	88.7905
3.96	0.440716	88.405
3.97	0.433733	88.0817
3.98	0.427022	87.8226
3.99	0.420585	87.6276
4	0.414419	87.4949
4.01	0.40852	87.4209
4.02	0.402878	87.4003
4.03	0.397482	87.4266
4.04	0.39232	87.4921
4.05	0.387378	87.5884
4.06	0.382641	87.7067
4.07	0.378095	87.838
4.08	0.373724	87.9735
4.09	0.369514	88.1051
4.1	0.365452	88.2253
4.11	0.361526	88.3275
4.12	0.357726	88.4063
4.13	0.354043	88.4578
4.14	0.350471	88.4792
4.15	0.347004	88.4693
4.16	0.34364	88.4285
4.17	0.34038	88.3583
4.18	0.337226	88.2619
4.19	0.33418	88.1437
4.2	0.331249	88.0091
4.21	0.328441	87.8648
4.22	0.325765	87.718
4.23	0.323232	87.5768
4.24	0.320853	87.4497
4.25	0.318642	87.3454
4.26	0.316611	87.2725
4.27	0.314775	87.2397
4.28	0.313147	87.2549
4.29	0.311742	87.3256
4.3	0.310571	87.4584
4.31	0.309647	87.6588
4.32	0.308983	87.9313
4.33	0.308587	88.2789
4.34	0.308469	88.7033
4.35	0.308636	89.2048
4.36	0.309093	89.7819
4.37	0.309844	90.4317
4.38	0.310889	91.15
4.39	0.312229	91.9309
4.4	0.313861	92.7672
4.41	0.31578	93.6504
4.42	0.317978	94.5712
4.43	0.320447	95.519
4.44	0.323176	96.4829
4.45	0.326151	97.4511
4.46	0.329358	98.4119
4.47	0.332781	99.3533
4.48	0.336402	100.263
4.49	0.340201	101.131
4.5	0.344159	101.945
4.51	0.348254	102.695
4.52	0.352463	103.372
4.53	0.356765	103.968
4.54	0.361137	104.475
4.55	0.365555	104.889
4.56	0.369997	105.203
4.57	0.37444	105.415
4.58	0.37886	105.523
4.59	0.383238	105.526
4.6	0.38755	105.425
4.61	0.391778	105.221
4.62	0.395902	104.917
4.63	0.399904	104.517
4.64	0.403767	104.025
4.65	0.407476	103.446
4.66	0.411016	102.787
4.67	0.414375	102.054
4.68	0.417541	101.253
4.69	0.420504	100.392
4.7	0.423257	99.4768
4.71	0.425792	98.5154
4.72	0.428105	97.5146
4.73	0.43019	96.4809
4.74	0.432047	95.4208
4.75	0.433673	94.3404
4.76	0.435069	93.2455
4.77	0.436237	92.1413
4.78	0.437179	91.0326
4.79	0.437898	89.9237
4.8	0.438401	88.8185
4.81	0.438691	87.7202
4.82	0.438776	86.6319
4.83	0.438664	85.5558
4.84	0.438361	84.4939
4.85	0.437877	83.4478
4.86	0.43722	82.4186
4.87	0.4364	81.4072
4.88	0.435428	80.4141
4.89	0.434312	79.4396
4.9	0.433063	78.4837
4.91	0.431691	77.5462
4.92	0.430207	76.6269
4.93	0.428621	75.7252
4.94	0.426943	74.8407
4.95	0.425184	73.9726
4.96	0.423352	73.1204
4.97	0.421459	72.2834
4.98	0.419512	71.461
4.99	0.417522	70.6524
5	0.415496	69.857
5.01	0.413444	69.0743
5.02	0.411373	68.3037
5.03	0.409291	67.5447
5.04	0.407204	66.797
5.05	0.405119	66.0601
5.06	0.403043	65.3339
5.07	0.400982	64.618
5.08	0.39894	63.9123
5.09	0.396922	63.2168
5.1	0.394933	62.5312
5.11	0.392976	61.8558
5.12	0.391056	61.1904
5.13	0.389175	60.5351
5.14	0.387336	59.8902
5.15	0.38554	59.2557
5.16	0.383791	58.6319
5.17	0.382089	58.0188
5.18	0.380436	57.4168
5.19	0.378832	56.826
5.2	0.377278	56.2467
5.21	0.375774	55.6791
5.22	0.374319	55.1234
5.23	0.372915	54.5799
5.24	0.37156	54.0488
5.25	0.370252	53.5302
5.26	0.368993	53.0244
5.27	0.367779	52.5316
5.28	0.36661	52.0519
5.29	0.365484	51.5855
5.3	0.3644	51.1324
5.31	0.363356	50.6929
5.32	0.362351	50.2671
5.33	0.361381	49.8548
5.34	0.360447	49.4564
5.35	0.359545	49.0716
5.36	0.358673	48.7007
5.37	0.35783	48.3434
5.38	0.357014	47.9999
5.39	0.356223	47.67
5.4	0.355455	47.3536
5.41	0.354707	47.0507
5.42	0.353979	46.7611
5.43	0.353268	46.4847
5.44	0.352573	46.2212
5.45	0.351893	45.9705
5.46	0.351225	45.7325
5.47	0.350568	45.5067
5.48	0.349921	45.2931
5.49	0.349282	45.0913
5.5	0.348652	44.901
5.51	0.348027	44.722
5.52	0.347409	44.554
5.53	0.346795	44.3965
5.54	0.346185	44.2494
5.55	0.345579	44.1121
5.56	0.344976	43.9845
5.57	0.344375	43.8661
5.58	0.343777	43.7565
5.59	0.343181	43.6554
5.6	0.342587	43.5624
5.61	0.341996	43.4771
5.62	0.341407	43.3993
5.63	0.34082	43.3283
5.64	0.340237	43.2641
5.65	0.339656	43.206
5.66	0.33908	43.1539
5.67	0.338508	43.1074
5.68	0.33794	43.066
5.69	0.337378	43.0296
5.7	0.336823	42.9977
5.71	0.336274	42.9701
5.72	0.335733	42.9464
5.73	0.335201	42.9265
5.74	0.334678	42.9101
5.75	0.334165	42.8968
5.76	0.333663	42.8865
5.77	0.333173	42.879
5.78	0.332697	42.8741
5.79	0.332234	42.8716
5.8	0.331785	42.8713
5.81	0.331352	42.8731
5.82	0.330936	42.8769
5.83	0.330537	42.8826
5.84	0.330155	42.8901
5.85	0.329793	42.8993
5.86	0.32945	42.9102
5.87	0.329127	42.9226
5.88	0.328825	42.9367
5.89	0.328544	42.9523
5.9	0.328285	42.9695
5.91	0.328049	42.9883
5.92	0.327836	43.0087
5.93	0.327646	43.0307
5.94	0.32748	43.0544
5.95	0.327338	43.0799
5.96	0.32722	43.1071
5.97	0.327127	43.1362
5.98	0.327059	43.1672
5.99	0.327015	43.2002
6	0.326997	43.2353
6.01	0.327003	43.2726
6.02	0.327033	43.3121
6.03	0.327089	43.3539
6.04	0.327169	43.3983
6.05	0.327273	43.4451
6.06	0.327401	43.4945
6.07	0.327553	43.5467
6.08	0.327728	43.6017
6.09	0.327926	43.6595
6.1	0.328147	43.7204
6.11	0.32839	43.7842
6.12	0.328654	43.8512
6.13	0.328939	43.9214
6.14	0.329245	43.9949
6.15	0.329571	44.0717
6.16	0.329916	44.1519
6.17	0.33028	44.2356
6.18	0.330662	44.3228
6.19	0.331061	44.4135
6.2	0.331478	44.5077
6.21	0.33191	44.6056
6.22	0.332357	44.7072
6.23	0.332819	44.8123
6.24	0.333295	44.9212
6.25	0.333784	45.0337
6.26	0.334285	45.1499
6.27	0.334798	45.2697
6.28	0.335322	45.3932
6.29	0.335857	45.5203
6.3	0.3364	45.651
6.31	0.336953	45.7853
6.32	0.337514	45.9231
6.33	0.338082	46.0644
6.34	0.338658	46.2091
6.35	0.339239	46.3571
6.36	0.339826	46.5085
6.37	0.340417	46.6631
6.38	0.341013	46.8208
6.39	0.341612	46.9816
6.4	0.342214	47.1453
6.41	0.342819	47.312
6.42	0.343426	47.4815
6.43	0.344033	47.6536
6.44	0.344642	47.8283
6.45	0.345251	48.0054
6.46	0.34586	48.1849
6.47	0.346467	48.3667
6.48	0.347074	48.5505
6.49	0.347679	48.7363
6.5	0.348282	48.9239
6.51	0.348883	49.1133
6.52	0.349481	49.3042
6.53	0.350076	49.4965
6.54	0.350667	49.6901
6.55	0.351254	49.8848
6.56	0.351837	50.0806
6.57	0.352416	50.2772
6.58	0.35299	50.4744
6.59	0.353559	50.6722
6.6	0.354122	50.8704
6.61	0.35468	51.0689
6.62	0.355233	51.2674
6.63	0.355779	51.4658
6.64	0.356319	51.6641
6.65	0.356853	51.8619
6.66	0.35738	52.0592
6.67	0.357901	52.2559
6.68	0.358415	52.4517
6.69	0.358922	52.6466
6.7	0.359421	52.8403
6.71	0.359914	53.0328
6.72	0.360399	53.2238
6.73	0.360876	53.4133
6.74	0.361347	53.6012
6.75	0.361809	53.7871
6.76	0.362264	53.9712
6.77	0.362711	54.1531
6.78	0.36315	54.3328
6.79	0.363581	54.5102
6.8	0.364004	54.6851
6.81	0.364419	54.8574
6.82	0.364827	55.027
6.83	0.365226	55.1937
6.84	0.365617	55.3576
6.85	0.365999	55.5184
6.86	0.366374	55.6761
6.87	0.366741	55.8306
6.88	0.367099	55.9818
6.89	0.367449	56.1295
6.9	0.367791	56.2738
6.91	0.368125	56.4145
6.92	0.368451	56.5515
6.93	0.368768	56.6848
6.94	0.369077	56.8143
6.95	0.369378	56.94
6.96	0.369672	57.0617
6.97	0.369957	57.1795
6.98	0.370233	57.2932
6.99	0.370502	57.4029
7	0.370763	57.5084
7.01	0.371016	57.6098
7.02	0.371262	57.707
7.03	0.371499	57.8
7.04	0.371728	57.8887
7.05	0.37195	57.9732
7.06	0.372164	58.0533
7.07	0.372371	58.1292
7.08	0.372569	58.2007
7.09	0.372761	58.2678
7.1	0.372945	58.3307
7.11	0.373121	58.3892
7.12	0.373291	58.4433
7.13	0.373453	58.4931
7.14	0.373608	58.5386
7.15	0.373756	58.5797
7.16	0.373897	58.6166
7.17	0.374031	58.6491
7.18	0.374159	58.6774
7.19	0.37428	58.7014
7.2	0.374394	58.7212
7.21	0.374502	58.7368
7.22	0.374604	58.7482
7.23	0.374699	58.7555
7.24	0.374789	58.7586
7.25	0.374872	58.7577
7.26	0.37495	58.7528
7.27	0.375021	58.7439
7.28	0.375088	58.731
7.29	0.375148	58.7142
7.3	0.375204	58.6936
7.31	0.375254	58.6691
7.32	0.375299	58.6409
7.33	0.37534	58.6089
7.34	0.375375	58.5733
7.35	0.375406	58.5341
7.36	0.375433	58.4913
7.37	0.375455	58.445
7.38	0.375473	58.3952
7.39	0.375487	58.342
7.4	0.375497	58.2856
7.41	0.375503	58.2258
7.42	0.375506	58.1628
7.43	0.375505	58.0966
7.44	0.375501	58.0274
7.45	0.375494	57.955
7.46	0.375485	57.8797
7.47	0.375472	57.8015
7.48	0.375457	57.7204
7.49	0.37544	57.6366
7.5	0.37542	57.5499
7.51	0.375398	57.4606
7.52	0.375374	57.3687
7.53	0.375349	57.2742
7.54	0.375322	57.1773
7.55	0.375294	57.0779
7.56	0.375264	56.9761
7.57	0.375233	56.872
7.58	0.375202	56.7657
7.59	0.37517	56.6572
7.6	0.375137	56.5466
7.61	0.375104	56.4339
7.62	0.37507	56.3192
7.63	0.375037	56.2025
7.64	0.375003	56.084
7.65	0.37497	55.9636
7.66	0.374937	55.8415
7.67	0.374905	55.7176
7.68	0.374874	55.5921
7.69	0.374843	55.465
7.7	0.374814	55.3364
7.71	0.374786	55.2063
7.72	0.374759	55.0747
7.73	0.374733	54.9418
7.74	0.374709	54.8076
7.75	0.374687	54.6721
7.76	0.374667	54.5354
7.77	0.374649	54.3975
7.78	0.374632	54.2585
7.79	0.374619	54.1185
7.8	0.374607	53.9775
7.81	0.374599	53.8355
7.82	0.374592	53.6926
7.83	0.374589	53.5488
7.84	0.374589	53.4043
7.85	0.374591	53.259
7.86	0.374597	53.113
7.87	0.374606	52.9663
7.88	0.374618	52.819
7.89	0.374633	52.6711
7.9	0.374652	52.5227
7.91	0.374675	52.3738
7.92	0.374701	52.2245
7.93	0.374732	52.0748
7.94	0.374765	51.9247
7.95	0.374803	51.7743
7.96	0.374845	51.6236
7.97	0.374891	51.4727
7.98	0.374941	51.3215
7.99	0.374995	51.1702
8	0.375053	51.0188
