0.1000	0.015615254	0.000000000	-8.865439433	88.810546875
0.1100	0.015615254	0.000000000	-9.753544902	88.810546875
0.1200	0.015615254	0.000000000	-10.641650371	88.810546875
0.1300	0.015615254	0.000000000	-11.529755840	88.810546875
0.1400	0.015615254	0.000000000	-12.417861308	88.810546875
0.1500	0.015615254	0.000000000	-13.305966777	88.810546875
0.1600	0.015615254	0.000000000	-14.194072246	88.810546875
0.1700	0.015615254	0.000000000	-15.082177715	88.810546875
0.1800	0.015615254	0.000000000	-15.970283183	88.810546875
0.1900	0.015615254	0.000000000	-16.858388652	88.810546875
0.2000	0.015615254	0.000000000	-17.746494121	88.810546875
0.2100	0.015615254	0.000000000	-18.634599590	88.810546875
0.2200	0.015615254	0.000000000	-19.522705058	88.810546875
0.2300	0.015615254	0.000000000	-20.410810527	88.810546875
0.2400	0.015615254	0.000000000	-21.298915996	88.810546875
0.2500	0.015615254	0.000000000	-22.187021465	88.810546875
0.2600	0.015615254	0.000000000	-23.075126933	88.810546875
0.2700	0.015615254	0.000000000	-23.963232402	88.810546875
0.2800	0.015615254	0.000000000	-24.851337871	88.810546875
0.2900	0.015615254	0.000000000	-25.739443340	88.810546875
0.3000	0.015615254	0.000000000	-26.627548808	88.810546875
0.3100	0.015615254	0.000000000	-27.515654277	88.810546875
0.3200	0.015615254	0.000000000	-28.403759746	88.810546875
0.3300	0.015615254	0.000000000	-29.291865215	88.810546875
0.3400	0.015615254	0.000000000	-30.179970683	88.810546875
0.3500	0.015615254	0.000000000	-31.068076152	88.810546875
0.3600	0.015615254	0.000000000	-31.956181621	88.810546875
0.3700	0.015615254	0.000000000	-32.844287090	88.810546875
0.3800	0.015615254	0.000000000	-33.732392558	88.810546875
0.3900	0.015615254	0.000000000	-34.620498027	88.810546875
0.4000	0.015615254	0.000000000	-35.508603496	88.810546875
0.4100	0.015615254	0.000000000	-36.396708965	88.810546875
0.4200	0.015615254	0.000000000	-37.284814433	88.810546875
0.4300	0.015615254	0.000000000	-38.172919902	88.810546875
